song_title,artist,release,track_uri,spotify_id,duration,explicit,popularity,is_popular,album_type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
the Monster,DREAMS COME TRUE,1999,1UJ02mOVxrzJwbDkg2tlM1,1UJ02mOVxrzJwbDkg2tlM1,251506,FALSE,55,1,album,0.632,0.808,7,-5.618,1,0.0391,0.174,0,0.133,0.319,95.994,4
EXILE EVOLUTION,EXILE,3/7/2007,6fZhokT7ADLeCcOyKL914T,6fZhokT7ADLeCcOyKL914T,279200,FALSE,56,1,album,0.478,0.592,2,-5.975,1,0.0265,0.00209,0,0.245,0.271,139.607,4
Sympa,King Gnu,1/16/2019,5lyMIH0DJaG58plHd6mL7g,5lyMIH0DJaG58plHd6mL7g,184493,FALSE,56,1,album,0.487,0.79,6,-6.682,1,0.196,0.144,0,0.533,0.777,200.216,4
セイカツ,おさるのうた,10/8/2020,4GMmJVKPN99XBuWGrW47e7,4GMmJVKPN99XBuWGrW47e7,175497,FALSE,56,1,single,0.72,0.386,5,-8.273,1,0.0309,0.491,0,0.265,0.74,118.041,4
UNISON SQUARE GARDEN The 1st Collection for streaming,UNISON SQUARE GARDEN,10/11/2019,6uR92injo4PDzSrOPRFfHt,6uR92injo4PDzSrOPRFfHt,253226,FALSE,58,0,compilation,0.626,0.89,6,-3.285,1,0.0536,0.00369,0,0.0839,0.849,131.997,4
Single Best,Ko Shibasaki,3/12/2008,6vvl6g5ft2pGX3uI2uwgCB,6vvl6g5ft2pGX3uI2uwgCB,255640,FALSE,56,1,album,0.435,0.735,9,-4.45,1,0.0331,0.494,0,0.191,0.381,139.931,4
裸の勇者,Vaundy,2/21/2022,7C4pZa37R3hTIA4NWzbj9W,7C4pZa37R3hTIA4NWzbj9W,200413,FALSE,56,1,single,0.555,0.789,7,-5.977,1,0.0475,0.000749,0.000184,0.0974,0.61,110.021,4
ミチヲユケ,Ryokuoushoku Shakai,11/3/2022,63EaBEMlwYv55V7YXO7LQv,63EaBEMlwYv55V7YXO7LQv,215600,FALSE,57,1,single,0.563,0.928,1,-1.954,1,0.0856,0.0143,0,0.203,0.8,149.951,4
FIXION,THE ORAL CIGARETTES,1/5/2016,0ax0UBVE6S1Qh6ReyJbyXk,0ax0UBVE6S1Qh6ReyJbyXk,250973,FALSE,56,1,album,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.781,142.016,4
ひみつスタジオ,SPITZ,5/17/2023,4CPRUsw1leK5USqMPPwWto,4CPRUsw1leK5USqMPPwWto,275080,FALSE,55,1,album,0.551,0.863,9,-4.367,1,0.0437,0.0158,2.51E-05,0.277,0.573,130.079,4
834.194,sakanaction,6/19/2019,7a3LbQFgp7NCuNcGlTgSsN,7a3LbQFgp7NCuNcGlTgSsN,238000,FALSE,58,0,album,0.642,0.645,6,-7.358,0,0.0375,0.35,0.00349,0.191,0.917,172.1,4
ええねん,Ulfuls,12/10/2003,0W0eSUC4AnLlD5VrD5i3ut,0W0eSUC4AnLlD5VrD5i3ut,207840,FALSE,55,1,album,0.47,0.974,7,-2.402,1,0.0965,0.00164,0,0.173,0.506,173.782,4
CHOSYOKU,Macaroni Empitsu,12/7/2017,6glcoO077gTGhgdVI9X5wA,6glcoO077gTGhgdVI9X5wA,233890,FALSE,55,1,album,0.387,0.847,3,-2.835,1,0.0468,0.0726,0,0.0808,0.535,117.914,3
a.m.3:21,yama,8/12/2020,7Mfgvi0WG4y7YDxknVOIS9,7Mfgvi0WG4y7YDxknVOIS9,208409,FALSE,55,1,single,0.634,0.736,5,-5.006,0,0.109,0.295,0.00011,0.215,0.752,110.169,4
熱帯夜,RIP SLYME,7/25/2007,0Xs6JbTolXavra7Pz7UgJ9,0Xs6JbTolXavra7Pz7UgJ9,290893,FALSE,56,1,single,0.653,0.881,1,-3.955,1,0.0457,0.0755,0.000865,0.0279,0.73,168.996,4
結,Saucy Dog,3/13/2020,4Js8mAXoDvL4GiUJGYCRw7,4Js8mAXoDvL4GiUJGYCRw7,265043,FALSE,56,1,single,0.574,0.725,11,-5.618,1,0.0345,0.249,0,0.152,0.525,77.015,4
834.194,sakanaction,6/19/2019,4a48lWUd64bZgHUDx0GZlj,4a48lWUd64bZgHUDx0GZlj,305000,FALSE,59,0,album,0.551,0.919,7,-3.484,0,0.074,0.0013,0.00638,0.352,0.652,157.989,4
THE BEST,Shota Shimizu,4/2/2014,6AegMZl7Bu0FFvd0HXgPd5,6AegMZl7Bu0FFvd0HXgPd5,311000,FALSE,56,1,album,0.747,0.866,1,-6.362,0,0.0301,0.0332,0,0.102,0.939,120.001,4
ひみつスタジオ,SPITZ,5/17/2023,5fWSVyq6kagKHex5EHBO85,5fWSVyq6kagKHex5EHBO85,270893,FALSE,55,1,album,0.6,0.854,7,-4.349,1,0.0297,0.142,3.22E-06,0.308,0.761,117.994,4
ダンデライオン,Da-iCE,4/13/2023,5BQ2xOi9ZLwLS79VHYsGzk,5BQ2xOi9ZLwLS79VHYsGzk,240840,FALSE,55,1,single,0.531,0.733,9,-4.45,0,0.0427,0.288,0,0.142,0.406,136.89,4
ファンキーモンキーベイビーズ 4,FUNKY MONKEY BABYS,12/21/2011,7FkHGoKfvpNGow83hzFiix,7FkHGoKfvpNGow83hzFiix,338333,FALSE,56,1,album,0.573,0.682,7,-4.528,1,0.0255,0.206,0,0.339,0.532,78.993,4
HOPE / WISH,HIRAIDAI,5/9/2022,79Jzx5hxCQf7TysqfGJNfT,79Jzx5hxCQf7TysqfGJNfT,168982,FALSE,55,1,album,0.593,0.663,0,-6.325,0,0.0834,0.0664,0,0.306,0.559,186.083,4
visions,milet,2/2/2022,3RmXzfrmc77FqDaIgxA2me,3RmXzfrmc77FqDaIgxA2me,270786,FALSE,58,0,album,0.686,0.608,6,-5.766,1,0.03,0.151,0,0.134,0.315,98.987,4
STARS,J SOUL BROTHERS III,2/1/2023,6zKX0ZVgLoq784WtHN9lRu,6zKX0ZVgLoq784WtHN9lRu,221866,FALSE,55,1,single,0.559,0.876,0,-3.389,1,0.034,0.00712,0,0.309,0.559,127.979,4
ユーモア,back number,1/17/2023,50wFZDQjhhXUVJr7GGHspY,50wFZDQjhhXUVJr7GGHspY,283066,FALSE,56,1,album,0.398,0.94,2,-2.259,1,0.126,0.014,0,0.396,0.77,177.953,4
BRING YOUR BOARD!!,ELLEGARDEN,7/2/2003,78ooUd8wbjp22IzEPGxlRg,78ooUd8wbjp22IzEPGxlRg,199826,FALSE,56,1,album,0.428,0.984,8,-1.855,0,0.126,0.000679,0,0.0925,0.289,96.999,4
Have a nice day,imase,12/19/2021,3FmTrTjnEZ9ZX7b0LUPZYW,3FmTrTjnEZ9ZX7b0LUPZYW,175693,FALSE,57,1,single,0.85,0.591,5,-4.73,1,0.0386,0.371,3.99E-06,0.117,0.564,94.018,4
Superfly BEST,Superfly,9/25/2013,0DFebZOmQDHxNEHxcCbLBn,0DFebZOmQDHxNEHxcCbLBn,224826,FALSE,56,1,compilation,0.471,0.96,11,-1.857,1,0.0877,0.0313,3.52E-06,0.407,0.498,131.893,4
うたい去りし花,Aqua Timez,3/11/2009,4xSh6jogaOSkWjASpxFSdp,4xSh6jogaOSkWjASpxFSdp,339440,FALSE,55,1,album,0.595,0.978,10,-3.82,1,0.0467,0.000861,0,0.317,0.877,127.99,4
ウルフルズ,Ulfuls,3/27/2002,4RqUGqOxX5oOw8lo0RvKT2,4RqUGqOxX5oOw8lo0RvKT2,301533,FALSE,55,1,album,0.699,0.802,11,-4.587,1,0.0257,0.0181,0,0.0428,0.839,108.065,4
いぶき,yama,4/14/2023,6Bt9IlFTlLrEn8ZoDGQ60p,6Bt9IlFTlLrEn8ZoDGQ60p,197333,FALSE,57,1,single,0.749,0.887,10,-4.171,1,0.127,0.0279,0,0.27,0.855,119.957,4
PORNO GRAFFITTI BEST BLUE'S,PornoGraffitti,7/28/2004,6wow9d9i3AB2ltYCeBWFsY,6wow9d9i3AB2ltYCeBWFsY,259040,FALSE,55,1,album,0.621,0.933,9,-3.905,0,0.0425,0.00478,0,0.117,0.636,95.014,4
ボーイフレンド,aiko,9/20/2000,4h4qR86LKL1KnzQWM2484a,4h4qR86LKL1KnzQWM2484a,286800,FALSE,55,1,single,0.743,0.888,2,-3.072,1,0.0323,0.0636,0.000342,0.334,0.792,120.032,4
Luxury Disease,ONE OK ROCK,9/9/2022,1zPsa7aCICVvxBpPuzA9JJ,1zPsa7aCICVvxBpPuzA9JJ,194695,TRUE,55,1,album,0.591,0.892,10,-4.865,1,0.0527,0.0122,0,0.206,0.555,133.998,4
TROPICAL NIGHT (Special Edition),JO1,4/5/2023,752hyFmG6E2VtDSWH1vvqC,752hyFmG6E2VtDSWH1vvqC,185120,FALSE,56,1,album,0.771,0.944,4,-1.393,0,0.0686,0.0975,0,0.0839,0.515,153.028,4
人間開花,RADWIMPS,11/23/2016,1HdqMIGjLm8wkL4vWDcFPm,1HdqMIGjLm8wkL4vWDcFPm,408200,FALSE,55,1,album,0.433,0.503,11,-5.919,1,0.0361,0.733,0,0.12,0.228,126.664,4
Delight Slight Light KISS,Yumi Matsutoya,11/26/1988,0GlBch8nzT4GqrAkgVZCbI,0GlBch8nzT4GqrAkgVZCbI,262620,FALSE,55,1,album,0.766,0.826,4,-6.59,0,0.0302,0.414,0.00105,0.339,0.708,122.987,4
アリス,Local Campione,12/25/2021,1zz3SznRrDWIEOzK6QoPpx,1zz3SznRrDWIEOzK6QoPpx,183092,FALSE,56,1,single,0.839,0.564,9,-6.161,1,0.0363,0.456,2.38E-05,0.169,0.888,97.007,4
Suddenly,sloppy dim,3/27/2020,0ktBZDpglg6Vjm41XduGfE,0ktBZDpglg6Vjm41XduGfE,147370,FALSE,57,1,single,0.832,0.385,0,-8.899,1,0.0799,0.47,0,0.124,0.904,99.929,4
ユーモア,back number,1/17/2023,1N84kZbieQ5BVRSXBRhDft,1N84kZbieQ5BVRSXBRhDft,212200,FALSE,56,1,album,0.477,0.856,1,-3.798,1,0.0362,0.00149,0,0.243,0.736,90.832,4
Sympa,King Gnu,1/16/2019,07FmAEayRQIXBcVcbUvI5j,07FmAEayRQIXBcVcbUvI5j,275733,FALSE,56,1,album,0.474,0.445,5,-6.014,0,0.0269,0.655,0,0.11,0.104,74.915,4
HOTEL PACIFIC,サザンオールスターズ,7/19/2000,1VjiZjzitQ7MweLmRxwLNW,1VjiZjzitQ7MweLmRxwLNW,287000,FALSE,55,1,single,0.39,0.942,4,-3.692,0,0.0694,0.00829,0,0.0382,0.832,154.67,4
SCENE,Da-iCE,5/24/2023,15ioLYnlo3EqYyUNneuXJV,15ioLYnlo3EqYyUNneuXJV,227833,FALSE,56,1,album,0.725,0.895,6,-3.554,1,0.183,0.295,0,0.0741,0.746,131.986,4
ビリーヴ,Che'Nelle,6/29/2012,3fE6DxExpJwYIwsQxQSVnM,3fE6DxExpJwYIwsQxQSVnM,277160,FALSE,56,1,album,0.466,0.688,2,-3.403,1,0.0357,0.506,0,0.0877,0.41,143.677,4
Editorial,OFFICIAL HIGE DANDISM,8/18/2021,55pezTty1DSrrc8wlOMZbA,55pezTty1DSrrc8wlOMZbA,305813,FALSE,56,1,album,0.597,0.769,0,-6.081,0,0.032,0.00888,0,0.191,0.498,124.011,4
海のリビング,鈴木鈴木,8/5/2021,0CZB07xMxIGRfCZT93ynFj,0CZB07xMxIGRfCZT93ynFj,223600,FALSE,56,1,single,0.652,0.846,10,-4.005,0,0.0374,0.0905,0,0.242,0.762,97.998,4
Unity,Mrs. GREEN APPLE,7/6/2022,1jsCice2Rjhwjyj98T2LIF,1jsCice2Rjhwjyj98T2LIF,199173,FALSE,56,1,single,0.727,0.725,11,-3.862,0,0.0461,0.0253,0,0.0667,0.803,109.976,4
3月9日,Remioromen,3/9/2004,31rf3jLBMfnrqLuTPrcxM5,31rf3jLBMfnrqLuTPrcxM5,265040,FALSE,56,1,single,0.435,0.519,5,-7.11,1,0.0254,0.024,1.13E-06,0.121,0.356,153.197,4
好きだから。,『ユイカ』,6/27/2021,02xwA3Ej9NPetftp9V7VZ3,02xwA3Ej9NPetftp9V7VZ3,298663,FALSE,67,0,single,0.607,0.498,0,-6.363,1,0.0311,0.239,4.04E-06,0.313,0.714,164.993,4
B☆E☆S☆T,T.M.Revolution,1996,28lzJcFE5mEwL9BkxQ4CrQ,28lzJcFE5mEwL9BkxQ4CrQ,220000,FALSE,56,1,album,0.515,0.987,11,-4.974,1,0.0535,0.126,1.42E-05,0.0908,0.873,137.781,4
怪獣の花唄,Vaundy,5/11/2020,3GtvQ0cNCR6koB8Od7laEU,3GtvQ0cNCR6koB8Od7laEU,224806,FALSE,56,1,single,0.425,0.939,2,-3.498,1,0.054,0.00361,0,0.331,0.638,150.015,4
HEART STATION,Hikaru Utada,3/19/2008,6aOoUkiQ9rLweL8IkPBN0L,6aOoUkiQ9rLweL8IkPBN0L,317946,FALSE,59,0,album,0.702,0.818,5,-5.462,1,0.0311,0.0803,0.000341,0.0613,0.303,115.003,4
Unity,Mrs. GREEN APPLE,7/6/2022,2EzIDOnqC5TQilwnaGxnWo,2EzIDOnqC5TQilwnaGxnWo,247773,FALSE,56,1,single,0.476,0.635,8,-4.451,1,0.0343,0.00151,0,0.068,0.332,153.974,4
死ぬまで一生愛されてると思ってたよ,Creep Hyp,4/18/2012,5NlyZg3jQua6UVFlWvJGfh,5NlyZg3jQua6UVFlWvJGfh,174500,FALSE,55,1,album,0.414,0.705,4,-3.858,1,0.0678,0.0949,2.32E-06,0.337,0.656,115.524,3
スポーツ,Tokyo Incidents,2/24/2010,6bsQqsm2EAztXE6kk6hR2s,6bsQqsm2EAztXE6kk6hR2s,177266,FALSE,56,1,album,0.366,0.775,11,-4.495,1,0.0549,0.000349,0.000256,0.123,0.414,167.91,4
LOVE ALL SERVE ALL,Fujii Kaze,3/23/2022,6bioW1LHzS92xtmWT6NeWl,6bioW1LHzS92xtmWT6NeWl,324146,FALSE,56,1,album,0.669,0.798,1,-6.628,1,0.0498,0.151,8.55E-05,0.076,0.548,108.024,4
Every Little Thing LIVE TOUR エンディングコレクション,Every Little Thing,12/14/2016,1U2It4ydGIJ9L2LKyyRYCc,1U2It4ydGIJ9L2LKyyRYCc,310773,FALSE,56,1,album,0.537,0.841,5,-4.33,0,0.0331,0.34,9.34E-06,0.173,0.376,83.445,4
Cheers,MAISONdes,4/25/2022,1BjNUu608nOEvEtMETFnlB,1BjNUu608nOEvEtMETFnlB,232866,FALSE,59,0,single,0.626,0.784,0,-4.587,1,0.0529,0.0437,2.07E-05,0.204,0.705,97.844,4
ぎゅっと。,もさを。,7/27/2020,6nqfKM9JvQIiuAuzWZFvGW,6nqfKM9JvQIiuAuzWZFvGW,269746,FALSE,59,0,single,0.773,0.363,4,-7.304,1,0.0383,0.814,0,0.103,0.774,119.994,4
弐,Yuuri,3/29/2023,7KfRmw1LmnvHxgTxH7YNqZ,7KfRmw1LmnvHxgTxH7YNqZ,185933,FALSE,56,1,album,0.729,0.869,10,-5.448,1,0.0661,0.04,0,0.0559,0.933,120.041,4
aurora arc,BUMP OF CHICKEN,7/10/2019,3HksEr55KOyDGjkWF8SFbh,3HksEr55KOyDGjkWF8SFbh,225676,FALSE,57,1,album,0.56,0.961,5,-3.078,1,0.042,0.00503,0,0.094,0.77,162.912,4
One Last Kiss,Hikaru Utada,3/9/2021,5RhWszHMSKzb7KiXk4Ae0M,5RhWszHMSKzb7KiXk4Ae0M,252026,FALSE,64,0,single,0.592,0.54,8,-11.249,0,0.0587,0.692,0.00187,0.0965,0.354,111.955,4
ひみつスタジオ,SPITZ,5/17/2023,6xbzAk7sP4BFp849en2pMM,6xbzAk7sP4BFp849en2pMM,216360,FALSE,55,1,album,0.493,0.966,7,-3.635,1,0.0556,0.00121,0,0.31,0.498,99.959,4
ドラえもん,Gen Hoshino,2/28/2018,6rEReeuYDZdggaSMF1sybO,6rEReeuYDZdggaSMF1sybO,239933,FALSE,55,1,single,0.64,0.547,4,-4.129,1,0.038,0.00676,4.95E-05,0.0585,0.95,159.992,4
瞬間的シックスセンス,Aimyon,2/13/2019,4WWlxCFO5M0gva6GYgFGHs,4WWlxCFO5M0gva6GYgFGHs,330640,FALSE,55,1,album,0.601,0.773,1,-3.161,1,0.0435,0.0504,0,0.186,0.778,110.012,4
家族になろうよ/fighting pose,Masaharu Fukuyama,8/31/2011,64awLoKSPoQ5M6YulMsyCe,64awLoKSPoQ5M6YulMsyCe,307813,FALSE,55,1,single,0.495,0.422,8,-6.757,1,0.0314,0.539,5.46E-06,0.111,0.219,147.556,4
ウタの歌 ONE PIECE FILM RED,Ado,8/9/2022,4wsKw43OnCzoDqfhcxBvRf,4wsKw43OnCzoDqfhcxBvRf,206053,FALSE,55,1,album,0.696,0.376,3,-6.158,1,0.0305,0.875,0,0.137,0.774,111.941,4
虹/ひまわり/それがすべてさ,Masaharu Fukuyama,8/27/2003,5zxOkA6L5DJpS0Ajb0Qx2t,5zxOkA6L5DJpS0Ajb0Qx2t,248546,FALSE,55,1,single,0.648,0.758,2,-5.566,1,0.0342,0.212,1.09E-05,0.134,0.718,101.335,4
SING SING SING 4,Berry Goodman,9/21/2016,40zFpuXzfj5rxcol7WoZzg,40zFpuXzfj5rxcol7WoZzg,265000,FALSE,55,1,album,0.585,0.717,0,-5.452,1,0.0378,0.397,0,0.299,0.528,99.947,4
みんな空の下,ayaka,7/1/2009,5jc5WQlrri3B5MkLByPsuv,5jc5WQlrri3B5MkLByPsuv,296213,FALSE,55,1,single,0.514,0.58,7,-5.269,1,0.0291,0.39,0,0.234,0.475,151.83,4
アンコール,back number,12/28/2016,37rQZTnbIE9JRJYzX2wCiw,37rQZTnbIE9JRJYzX2wCiw,262000,FALSE,55,1,compilation,0.69,0.825,0,-2.687,1,0.0401,0.0511,0,0.0356,0.61,124.015,4
I am...,Ayumi Hamasaki,1/1/2002,5zNBixUKk94nh9vh7LBOLs,5zNBixUKk94nh9vh7LBOLs,266900,FALSE,56,1,album,0.56,0.852,10,-5.129,0,0.0374,0.0298,0.000126,0.13,0.375,102.995,4
PAKU,asmi,3/30/2022,6nYezkgAePhAmnxNTQRsLV,6nYezkgAePhAmnxNTQRsLV,125771,FALSE,57,1,single,0.84,0.889,7,-4.968,1,0.125,0.296,3.52E-05,0.344,0.961,124.04,4
弐,Yuuri,3/29/2023,2Bov530xcE7aEN6XCZZQsE,2Bov530xcE7aEN6XCZZQsE,187586,FALSE,56,1,album,0.537,0.932,5,-4.191,1,0.076,0.000748,0,0.376,0.52,97.503,4
HEART,Yuna Ito,1/24/2007,70PyytjAXCEiGwvOIvSAiD,70PyytjAXCEiGwvOIvSAiD,345493,FALSE,55,1,album,0.448,0.647,11,-4.984,1,0.0343,0.129,0,0.28,0.267,75.058,4
インソムニア,Chihiro Onitsuka,3/7/2001,7HG0j0jOmoXKmD5UvrQbGj,7HG0j0jOmoXKmD5UvrQbGj,300200,FALSE,56,1,album,0.5,0.375,6,-7.239,0,0.0322,0.895,0,0.0954,0.335,74.9,4
PLAY,Namie Amuro,6/27/2007,7BpEquyzR7uIC8Kg3maMdf,7BpEquyzR7uIC8Kg3maMdf,321533,FALSE,55,1,album,0.776,0.662,8,-6.836,1,0.0345,0.0164,7.85E-06,0.0733,0.596,124.975,4
上海ハニー,ORANGE RANGE,2003,2hZOV9kmeZZhbyir7Rfimk,2hZOV9kmeZZhbyir7Rfimk,175733,FALSE,55,1,single,0.707,0.935,2,-3.181,1,0.0698,0.0086,1.55E-05,0.0979,0.825,129.981,4
アンコール,back number,12/28/2016,3wGesqRt3l2D4ZmYCv9A11,3wGesqRt3l2D4ZmYCv9A11,286253,FALSE,55,1,compilation,0.56,0.725,2,-3.279,1,0.0306,0.0261,0,0.195,0.524,79.941,4
そばにいるね,Thelma Aoyama,1/23/2008,1Rvh5RimhF3ndpclBmIdeJ,1Rvh5RimhF3ndpclBmIdeJ,302906,FALSE,58,0,single,0.671,0.722,0,-7.074,1,0.0442,0.414,7.82E-05,0.174,0.79,80.033,4
to LOVE,Kana Nishino,6/23/2010,3cCZXvAywRt6L0QSEjjY3Y,3cCZXvAywRt6L0QSEjjY3Y,319760,FALSE,58,0,album,0.652,0.666,3,-4,1,0.029,0.578,0,0.171,0.377,117.069,4
LOVE ALL SERVE ALL,Fujii Kaze,3/23/2022,3nPRJP6hLZx32covZfpB6p,3nPRJP6hLZx32covZfpB6p,277426,FALSE,56,1,album,0.616,0.875,0,-6.106,1,0.0442,0.00144,2.82E-05,0.365,0.832,137.934,4
安全地帯Ⅱ,Anzen Chitai,1984,10nE6yd1TUUtjpuLeapZmN,10nE6yd1TUUtjpuLeapZmN,250506,FALSE,56,1,album,0.716,0.47,6,-12.056,0,0.0277,0.0458,1.16E-05,0.197,0.662,118.824,4
空はまるで,Monkey Majik,7/25/2007,3k7gn5SmwUW1yjem40Cm5s,3k7gn5SmwUW1yjem40Cm5s,226960,FALSE,54,1,album,0.662,0.675,9,-5.885,1,0.0451,0.234,0,0.21,0.61,92.016,4
blues,back number,11/21/2012,23NPPhiLqHywaExkaEey8l,23NPPhiLqHywaExkaEey8l,259866,FALSE,55,1,album,0.694,0.772,9,-3.549,0,0.0345,0.0446,0,0.0799,0.631,124.061,4
ミックスナッツEP,OFFICIAL HIGE DANDISM,6/22/2022,26IQTRjhmihzS85jqCMDMI,26IQTRjhmihzS85jqCMDMI,213986,FALSE,56,1,single,0.342,0.906,6,-5.074,1,0.163,0.0102,0,0.31,0.829,149.95,4
ENCORE,Shota Shimizu,3/12/2014,6milBOzMt8xdFNp2afaMng,6milBOzMt8xdFNp2afaMng,306160,FALSE,55,1,album,0.64,0.686,8,-6.275,1,0.0363,0.108,0,0.284,0.43,84.018,4
(初),Whiteberry,2000,6rDJe5gVgAunlkaSY1vnAF,6rDJe5gVgAunlkaSY1vnAF,220706,FALSE,56,1,album,0.514,0.775,5,-5.151,0,0.0466,0.109,3.75E-06,0.261,0.664,140.976,4
残響リファレンス,ONE OK ROCK,10/5/2011,24BG2nboedaLDaTZ7WmY2R,24BG2nboedaLDaTZ7WmY2R,318426,FALSE,55,1,album,0.451,0.901,8,-3.466,1,0.0339,0.00112,0,0.2,0.279,93.006,4
ぐされ,ZUTOMAYO,2/10/2021,2FHexlZenTsS3lsjUYHiDx,2FHexlZenTsS3lsjUYHiDx,240066,FALSE,57,1,album,0.648,0.679,5,-3.959,1,0.0361,0.036,5.46E-06,0.127,0.484,118.67,4
愛す,Creep Hyp,1/22/2020,1O7YNEE0AhpD7D1sgF8wO7,1O7YNEE0AhpD7D1sgF8wO7,239320,FALSE,55,1,single,0.575,0.691,8,-3.589,0,0.0432,0.193,0,0.153,0.748,175.953,4
青春と一瞬,Macaroni Empitsu,3/6/2019,5hP00tcT87uyrdnei9g1Sw,5hP00tcT87uyrdnei9g1Sw,278536,FALSE,55,1,single,0.486,0.673,1,-3.688,1,0.0347,0.275,0,0.305,0.522,175.885,4
RADWIMPS 3 ~無人島に持っていき忘れた一枚~,RADWIMPS,2/15/2006,1v7bzIjGsqshSjRG3Fe2CB,1v7bzIjGsqshSjRG3Fe2CB,200013,FALSE,56,1,album,0.529,0.814,0,-4.04,1,0.0351,0.00647,0,0.346,0.706,98.029,4
It's a wonderful world,Mr.Children,5/10/2002,7CbS6BApPMH3HXoBZ2fr6W,7CbS6BApPMH3HXoBZ2fr6W,314640,FALSE,55,1,album,0.486,0.928,4,-5.888,1,0.0551,0.00401,4.05E-06,0.0623,0.533,148.19,4
But wait. Cats?,[Alexandros],7/13/2022,0msE3v0pQgGttnlZjrLzWj,0msE3v0pQgGttnlZjrLzWj,262333,FALSE,57,1,album,0.546,0.971,5,-3.451,0,0.0636,0.000132,0,0.0731,0.473,104.083,4
今の二人をお互いが見てる,aiko,3/29/2023,6gbke51ltis7kZkHpabG1u,6gbke51ltis7kZkHpabG1u,240440,FALSE,55,1,album,0.643,0.633,8,-6.003,1,0.0364,0.0908,0,0.0934,0.664,89.979,4
B'z The Best “Pleasure”,B'z,5/20/1998,0tY2EdfrJYjs9cTyglVmaq,0tY2EdfrJYjs9cTyglVmaq,235657,FALSE,55,1,album,0.605,0.937,6,-6.444,0,0.0595,0.155,0,0.255,0.641,119.985,4
醒めない,SPITZ,7/27/2016,2ntQxD8vf8suUCiRPzjNpv,2ntQxD8vf8suUCiRPzjNpv,270613,FALSE,54,1,album,0.474,0.777,4,-4.688,1,0.0274,0.269,1.49E-06,0.116,0.344,91.989,4
狂言,Ado,1/26/2022,3hkGr1uZjTdiAPZrk2NTiP,3hkGr1uZjTdiAPZrk2NTiP,243186,FALSE,55,1,album,0.493,0.866,5,-1.786,0,0.14,0.0259,0,0.262,0.577,195.211,4
GREEN GARDEN POP,YUI,12/5/2012,5oWDINvszVh9Qph6G4epoe,5oWDINvszVh9Qph6G4epoe,215746,FALSE,55,1,compilation,0.669,0.664,0,-4.906,0,0.0291,0.139,0,0.0838,0.825,142.996,4
PORNO GRAFFITTI BEST BLUE'S,PornoGraffitti,7/28/2004,1c7alUM5wJn6O0rG3Gio7I,1c7alUM5wJn6O0rG3Gio7I,274773,FALSE,55,1,album,0.538,0.927,7,-3.913,1,0.0618,0.0102,0,0.0548,0.834,169.929,4
BLOOM iSLAND,BLOOM VASE,7/21/2020,068mSQQX2IiGGQdh1QDYUK,068mSQQX2IiGGQdh1QDYUK,157714,TRUE,55,1,single,0.746,0.757,7,-4.149,1,0.0414,0.547,1.04E-06,0.094,0.712,87.509,4
Sunny!!,P丸様｡,3/17/2021,0nW1Aes1arNyR1fzEKXS2m,0nW1Aes1arNyR1fzEKXS2m,190493,FALSE,57,1,album,0.647,0.9,1,-2.383,1,0.113,0.0237,0.0225,0.314,0.746,175.926,4
インフルエンサー(Special Edition),Nogizaka46,3/15/2017,0PHEwJbhs3wte1vCsBI4LF,0PHEwJbhs3wte1vCsBI4LF,270093,FALSE,55,1,album,0.349,0.853,3,-3.759,0,0.0481,0.557,0,0.313,0.675,131.966,4
ユーモア,back number,1/17/2023,2uNmMHZxS0NdS95Z0BPTWY,2uNmMHZxS0NdS95Z0BPTWY,188213,FALSE,55,1,album,0.614,0.825,9,-3.078,0,0.0441,0.00898,0,0.0802,0.57,136.096,4
纏,TENSONG,7/24/2021,71zhpYc8YzaP13laIrEevc,71zhpYc8YzaP13laIrEevc,320689,FALSE,55,1,single,0.631,0.707,2,-5.316,1,0.0411,0.0985,0,0.113,0.434,87.027,4
夜にしがみついて、朝で溶かして,Creep Hyp,12/8/2021,41GHAXwcqJcmP3Y1U4CoiJ,41GHAXwcqJcmP3Y1U4CoiJ,269666,FALSE,55,1,album,0.723,0.578,4,-7.799,1,0.0374,0.361,0.000673,0.0899,0.659,176.09,4
Life Goes On,HIRAIDAI,2/10/2021,3wYzd4dzWknPdgwNaPGQvg,3wYzd4dzWknPdgwNaPGQvg,191474,FALSE,55,1,album,0.607,0.605,3,-6.05,1,0.159,0.0696,0,0.454,0.665,83.913,4
LONGINESS REMIX - From THE FIRST TAKE,SugLawd Familiar,2/8/2023,6dJt6BuMBTwuF9VaMDvHyL,6dJt6BuMBTwuF9VaMDvHyL,189500,FALSE,55,1,single,0.692,0.625,11,-5.736,0,0.331,0.158,0,0.0658,0.582,173.925,4
花に亡霊,ヨルシカ,4/22/2020,53maoOKr6j04iqk6qjdvQN,53maoOKr6j04iqk6qjdvQN,240120,FALSE,60,0,single,0.661,0.446,4,-6.808,1,0.046,0.696,0,0.0761,0.46,89.961,4
In the Morning,Mrs. GREEN APPLE,11/2/2016,5yB0vAZnMVmJ5GFOxcVRMn,5yB0vAZnMVmJ5GFOxcVRMn,205760,FALSE,55,1,single,0.389,0.954,7,-1.22,0,0.063,0.025,1.56E-06,0.29,0.643,190.005,4
