song_title,artist,release,track_uri,spotify_id,duration,explicit,popularity,is_popular,album_type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
アイドル,YOASOBI,4/12/2023,7ovUcF5uHTBRzUpB6ZOmvt,7ovUcF5uHTBRzUpB6ZOmvt,213233,FALSE,91,0,single,0.574,0.935,1,-2.783,1,0.0926,0.112,1.07E-06,0.367,0.836,166.008,4
strobo,Vaundy,5/27/2020,10zz9RZt9DnqcxNWksRNrx,10zz9RZt9DnqcxNWksRNrx,224806,FALSE,81,0,album,0.425,0.939,2,-3.498,1,0.054,0.00361,0,0.331,0.638,150.015,4
Subtitle,OFFICIAL HIGE DANDISM,10/12/2022,49F3htNmwzPKFycPdOrDvf,49F3htNmwzPKFycPdOrDvf,305509,FALSE,79,0,single,0.649,0.683,6,-6.49,1,0.0424,0.0313,0,0.118,0.381,130,4
TATTOO,OFFICIAL HIGE DANDISM,4/21/2023,36jIu8oPR1Z4cguMuHxUXA,36jIu8oPR1Z4cguMuHxUXA,288099,FALSE,78,0,single,0.481,0.901,0,-5.629,1,0.163,0.0114,0,0.314,0.817,194.084,4
ケセラセラ,Mrs. GREEN APPLE,4/25/2023,406ZlqOP9nLQxJFBY7d9S4,406ZlqOP9nLQxJFBY7d9S4,272965,FALSE,78,0,single,0.757,0.58,6,-4.574,0,0.0328,0.029,0,0.0367,0.698,115.01,4
そんなbitterな話,Vaundy,3/13/2023,4QlSFkbRxZWkHDF1MqBaEY,4QlSFkbRxZWkHDF1MqBaEY,276082,FALSE,78,0,single,0.427,0.689,9,-4.35,1,0.0354,0.0918,0,0.102,0.733,178.077,4
絆ノ奇跡,MAN WITH A MISSION,4/10/2023,2VBLFxCUyFp5BfmsZpxcis,2VBLFxCUyFp5BfmsZpxcis,223320,FALSE,82,0,single,0.436,0.951,7,-4.748,0,0.202,0.0046,0,0.149,0.428,169.955,4
ダンスホール,Mrs. GREEN APPLE,5/23/2022,4NaaF28BeO9WzjDrSS71Nz,4NaaF28BeO9WzjDrSS71Nz,203149,FALSE,77,0,single,0.736,0.695,7,-3.87,1,0.0468,0.0209,0,0.0517,0.784,109.976,4
祝福,YOASOBI,10/1/2022,7ajpbW6tBpqUI9foCtwlLw,7ajpbW6tBpqUI9foCtwlLw,196235,FALSE,79,0,single,0.553,0.958,4,-3.159,0,0.073,0.0186,3.08E-05,0.297,0.541,170.045,4
美しい鰭,SPITZ,4/10/2023,3RauRsiIxUOQTS8h9sVWcP,3RauRsiIxUOQTS8h9sVWcP,209777,FALSE,76,0,single,0.551,0.909,1,-3.711,1,0.0295,0.0101,0.000313,0.204,0.76,98.048,4
レイジーサンデー,Saucy Dog,8/25/2021,1Vqs0lXeJafYZz2sxnfB3V,1Vqs0lXeJafYZz2sxnfB3V,234323,FALSE,76,0,album,0.596,0.735,9,-6.362,1,0.0332,0.0748,0,0.269,0.524,108.106,4
Memories,Tani Yuuki,12/8/2021,4IfrM44LofE9bSs6TDZS49,4IfrM44LofE9bSs6TDZS49,278118,FALSE,75,0,album,0.628,0.775,2,-4.479,1,0.0535,0.159,0,0.33,0.674,106.382,3
KICK BACK,Kenshi Yonezu,10/12/2022,3khEEPRyBeOUabbmOPJzAG,3khEEPRyBeOUabbmOPJzAG,193495,FALSE,84,0,single,0.577,0.941,1,-5.17,1,0.105,0.00207,3.36E-06,0.0891,0.292,101.921,4
LADY,Kenshi Yonezu,3/21/2023,7w6NWogvAAFdEhD9MA2uvv,7w6NWogvAAFdEhD9MA2uvv,207166,FALSE,77,0,single,0.751,0.55,2,-7.101,1,0.0534,0.28,0.000249,0.101,0.867,90.952,4
壱,Yuuri,1/12/2022,4JK1kDUdH9RTBQrrSO1QfR,4JK1kDUdH9RTBQrrSO1QfR,230600,FALSE,76,0,album,0.367,0.671,5,-4.604,1,0.0478,0.222,0,0.494,0.691,179.833,4
青と夏,Mrs. GREEN APPLE,7/31/2018,1sIIlVrnPhrvmTrHtzM7tV,1sIIlVrnPhrvmTrHtzM7tV,307066,FALSE,76,0,single,0.502,0.632,0,-4.612,1,0.0273,0.447,0,0.103,0.308,152.014,4
ひみつスタジオ,SPITZ,5/17/2023,1H3qOzheTPhE7aVvJOWfvA,1H3qOzheTPhE7aVvJOWfvA,211920,FALSE,75,0,album,0.545,0.913,1,-3.565,1,0.0298,0.0107,0.00029,0.245,0.747,98.047,4
愛の花,Aimyon,4/5/2023,4iBO3Jg6kSXZHw06db0ds3,4iBO3Jg6kSXZHw06db0ds3,242792,FALSE,75,0,single,0.469,0.507,10,-6.21,1,0.0303,0.287,0,0.0773,0.469,170.028,3
弐,Yuuri,3/29/2023,7M0dIdZWN1FDcveRdoOzbZ,7M0dIdZWN1FDcveRdoOzbZ,228760,FALSE,75,0,album,0.364,0.628,10,-6.142,1,0.0319,0.238,0,0.0931,0.612,93.792,3
Soranji,Mrs. GREEN APPLE,10/18/2022,6O4twzzHHIM6mmTqPpJNYE,6O4twzzHHIM6mmTqPpJNYE,341443,FALSE,75,0,single,0.476,0.661,5,-5.197,1,0.044,0.0604,0,0.144,0.406,156.057,4
リンジュー・ラヴ,Macaroni Empitsu,1/14/2023,0NUJhYxwcAAB4UQULseQyX,0NUJhYxwcAAB4UQULseQyX,185945,FALSE,74,0,single,0.666,0.763,11,-5.96,1,0.0281,0.246,0,0.0879,0.663,103.01,4
名前は片想い,indigo la End,1/25/2023,0o3zVVGJkb1QIOMF9xySiu,0o3zVVGJkb1QIOMF9xySiu,213793,FALSE,75,0,single,0.71,0.873,9,-3.579,1,0.0391,0.0906,2.06E-05,0.122,0.837,121.983,4
Magic,Mrs. GREEN APPLE,6/13/2023,0csHMdBheTvp9Oay1hM1WF,0csHMdBheTvp9Oay1hM1WF,263106,FALSE,65,0,single,0.671,0.758,7,-3.793,1,0.0474,0.0604,0,0.332,0.537,117.51,4
Smile Again,BE:FIRST,4/26/2023,6EJDyT2T7pEeLLhNRR416r,6EJDyT2T7pEeLLhNRR416r,202049,FALSE,75,0,single,0.706,0.769,11,-5.341,0,0.0738,0.0384,0,0.12,0.339,107.917,4
THE BOOK,YOASOBI,1/6/2021,1zd35Y44Blc1CwwVbW3Qnk,1zd35Y44Blc1CwwVbW3Qnk,248026,FALSE,77,0,album,0.725,0.853,10,-3.193,1,0.0516,0.305,0,0.115,0.707,134.991,4
ハッピーエンドへの期待は,Macaroni Empitsu,1/12/2022,5W7Y92LB4jWvu9NeEQ0GZl,5W7Y92LB4jWvu9NeEQ0GZl,219252,FALSE,74,0,album,0.598,0.511,4,-6.015,1,0.0423,0.245,0,0.0732,0.652,171.845,4
残響散歌,Aimer,12/6/2021,7v8wKvNQQIxkugCFFjrkaO,7v8wKvNQQIxkugCFFjrkaO,184893,FALSE,80,0,single,0.367,0.896,11,-4.002,1,0.091,0.000627,0,0.207,0.38,170.863,4
ウタの歌 ONE PIECE FILM RED,Ado,8/9/2022,28MATCYDctW5EiBa2repxb,28MATCYDctW5EiBa2repxb,226813,FALSE,73,0,album,0.49,0.987,7,-2.279,1,0.253,0.049,3.24E-06,0.406,0.451,175.064,4
エスカパレード,OFFICIAL HIGE DANDISM,4/11/2018,278JqkBGkjDovOYAwE8TW7,278JqkBGkjDovOYAwE8TW7,324633,FALSE,75,0,album,0.516,0.791,3,-1.927,1,0.0318,0.00345,0,0.141,0.48,96.921,4
Boom Boom Back,BE:FIRST,2/13/2023,37xJCjdzJ17S1jCDz3GwsB,37xJCjdzJ17S1jCDz3GwsB,188400,FALSE,74,0,single,0.786,0.776,5,-4.553,0,0.0614,0.0484,0,0.0593,0.647,100.006,4
Assort,Novelbright,5/16/2022,1VHL1PIkhDwWbFc65xHwOr,1VHL1PIkhDwWbFc65xHwOr,232453,FALSE,73,0,album,0.697,0.556,6,-5.089,1,0.0364,0.698,0,0.0991,0.404,89.987,4
ユーモア,back number,1/17/2023,34ayWAUrQcrjlKZOJAzqke,34ayWAUrQcrjlKZOJAzqke,235693,FALSE,73,0,album,0.483,0.629,1,-3.408,1,0.0276,0.288,0,0.143,0.459,77.968,4
Attitude,Mrs. GREEN APPLE,10/1/2019,5BC6kr6etk2Y9J62AyI4i3,5BC6kr6etk2Y9J62AyI4i3,270026,FALSE,73,0,album,0.31,0.891,4,-1.66,1,0.0469,0.00157,0,0.284,0.748,184.886,4
壱,Yuuri,1/12/2022,4kPlQKwtPrnqLgrmmKFSlA,4kPlQKwtPrnqLgrmmKFSlA,286360,FALSE,73,0,album,0.463,0.603,7,-5.464,1,0.0276,0.495,0,0.167,0.477,148.089,4
ウタの歌 ONE PIECE FILM RED,Ado,8/9/2022,5YQNjKZofFhlBCIzTVY6rW,5YQNjKZofFhlBCIzTVY6rW,257079,FALSE,72,0,album,0.577,0.864,4,-2.92,1,0.0447,0.208,0,0.355,0.698,96.04,4
ユーモア,back number,1/17/2023,3RvdkNMcSy71m0aT6UF9Uf,3RvdkNMcSy71m0aT6UF9Uf,288013,FALSE,73,0,album,0.424,0.761,10,-3.526,1,0.0305,0.0103,0,0.145,0.424,145.816,4
コリンズ,10-FEET,12/14/2022,6zjk7Qbwb9DZ4ykUUoqknh,6zjk7Qbwb9DZ4ykUUoqknh,286000,FALSE,72,0,album,0.445,0.94,7,-4.16,1,0.175,2.77E-05,1.34E-05,0.32,0.349,150.082,4
ミックスナッツ,OFFICIAL HIGE DANDISM,4/15/2022,60ReNXcPcsVFd7nUuQw5HZ,60ReNXcPcsVFd7nUuQw5HZ,213438,FALSE,73,0,single,0.542,0.918,6,-5.074,1,0.0937,0.0101,0,0.259,0.784,150.094,4
ホワイトノイズ,OFFICIAL HIGE DANDISM,1/11/2023,2wgYCc1xORV5CI8psWTroo,2wgYCc1xORV5CI8psWTroo,254838,FALSE,73,0,single,0.467,0.908,5,-5.831,0,0.0643,0.000582,5.12E-05,0.386,0.477,143.16,4
斜陽,ヨルシカ,5/8/2023,2U6mFmBDjaAu6oCCDRpRet,2U6mFmBDjaAu6oCCDRpRet,200186,FALSE,74,0,single,0.786,0.45,5,-6.182,1,0.0453,0.0325,0,0.226,0.88,123.995,4
負け犬にアンコールはいらない,ヨルシカ,5/9/2018,3wJHCry960drNlAUGrJLmz,3wJHCry960drNlAUGrJLmz,198971,FALSE,74,0,album,0.679,0.834,5,-3.223,1,0.032,0.343,5.74E-06,0.119,0.962,139.996,4
トウキョウ・シャンディ・ランデヴ,MAISONdes,10/21/2022,2MmgGuQzr0kkiA04lMdPXW,2MmgGuQzr0kkiA04lMdPXW,184766,FALSE,73,0,single,0.734,0.973,6,-1.789,0,0.0754,0.0435,0.000548,0.0718,0.91,137.024,4
カメレオン,King Gnu,2/28/2022,0J0P8iSE6l3pYHbUdNFYdS,0J0P8iSE6l3pYHbUdNFYdS,193990,FALSE,72,0,single,0.628,0.533,0,-7.235,1,0.0417,0.643,0,0.0733,0.459,79.953,4
LONGINESS REMIX,SugLawd Familiar,12/16/2022,4WV6zSmQVMmgSAaY9M5bVE,4WV6zSmQVMmgSAaY9M5bVE,254310,FALSE,71,0,single,0.796,0.588,6,-4.89,0,0.15,0.416,0,0.0724,0.41,86.977,4
Kirari Remixes (Asia Edition),Fujii Kaze,1/14/2022,51oc6MEsXTpnPn6GOw5VuP,51oc6MEsXTpnPn6GOw5VuP,231882,FALSE,75,0,album,0.746,0.764,2,-6.833,1,0.0462,0.00803,0,0.357,0.701,116.982,4
花占い,Vaundy,7/5/2021,2PlbwoIVr25oita35jg9ht,2PlbwoIVr25oita35jg9ht,207555,FALSE,71,0,single,0.662,0.789,7,-7.634,0,0.0305,0.0141,0,0.317,0.881,135.01,4
Nagisa,imase,5/26/2023,0bdAQ9dwLA5cJtgM05PRKW,0bdAQ9dwLA5cJtgM05PRKW,226489,FALSE,72,0,single,0.738,0.864,9,-4.489,1,0.0512,0.203,2.31E-06,0.147,0.951,128.048,4
Habit,SEKAI NO OWARI,4/28/2022,2uMNMcjjUz8oNIxjIu20qE,2uMNMcjjUz8oNIxjIu20qE,253153,FALSE,72,0,single,0.749,0.85,10,-5.39,0,0.126,0.203,0,0.18,0.912,117.968,4
もう一度,Tani Yuuki,9/21/2022,1RChlirFdgtS1ZPH45dJX0,1RChlirFdgtS1ZPH45dJX0,250766,FALSE,69,0,single,0.571,0.724,11,-5.381,1,0.0381,0.00408,0,0.361,0.315,131.975,4
インディゴ地平線,SPITZ,1996,1ihCiJaXRl4f6Sy4LJov5z,1ihCiJaXRl4f6Sy4LJov5z,259933,FALSE,70,0,album,0.646,0.805,0,-3.422,1,0.0292,0.227,1.95E-05,0.0901,0.748,97.201,4
壱,Yuuri,1/12/2022,3eg3igrhEhzk8bqqRz6XCt,3eg3igrhEhzk8bqqRz6XCt,238973,FALSE,70,0,album,0.629,0.543,5,-6.281,1,0.0252,0.383,0,0.127,0.403,93.043,4
アドベンチャー,YOASOBI,2/15/2023,1w2tdCsX2yKFjbh3wHII94,1w2tdCsX2yKFjbh3wHII94,199964,FALSE,72,0,single,0.77,0.859,9,-3.602,1,0.0313,0.279,3.52E-06,0.0432,0.84,128.01,4
セブンティーン,YOASOBI,3/27/2023,1TXhBe3DnaOFc7onTbEoiB,1TXhBe3DnaOFc7onTbEoiB,199585,FALSE,72,0,single,0.71,0.871,5,-3.426,0,0.0624,0.0776,1.51E-05,0.0183,0.78,139.977,4
愛の花,Aimyon,6/7/2023,4vNSATS2LiCbgglkCicAuW,4vNSATS2LiCbgglkCicAuW,215328,FALSE,56,1,single,0.576,0.888,8,-3.516,0,0.0424,0.026,0,0.0179,0.894,127.084,4
Mela!,Ryokuoushoku Shakai,4/13/2020,6IO5nn84TKArsi3cjpIqaD,6IO5nn84TKArsi3cjpIqaD,242066,FALSE,70,0,single,0.619,0.941,8,-1.618,1,0.0584,0.0439,1.73E-05,0.318,0.624,137.967,4
MAGIC,back number,3/27/2019,4FMz2RFrbDGzJO7K4D0vS3,4FMz2RFrbDGzJO7K4D0vS3,258333,FALSE,69,0,album,0.482,0.602,11,-4.365,1,0.0303,0.0702,0,0.0677,0.535,145.988,4
BE:1,BE:FIRST,8/29/2022,3Itdlob7CzXIQqydeVwutQ,3Itdlob7CzXIQqydeVwutQ,181018,FALSE,70,0,album,0.878,0.654,2,-5.225,1,0.0502,0.109,0,0.0803,0.787,114.991,4
おもかげ (produced by Vaundy),milet,12/17/2021,6ts1KCOudfDYXYfyWtq0k1,6ts1KCOudfDYXYfyWtq0k1,188060,FALSE,71,0,single,0.488,0.638,8,-4.502,1,0.058,0.0258,2.24E-05,0.12,0.713,207.906,4
ブルーアンビエンス,Mrs. GREEN APPLE,6/13/2022,1S1WSh4uCprvucg6Hx57Eh,1S1WSh4uCprvucg6Hx57Eh,250773,FALSE,69,0,single,0.647,0.906,0,-3.803,0,0.0374,0.0337,0,0.116,0.73,106.485,4
strobo,Vaundy,5/27/2020,57MvUwzIzRJ0r21rnNU1s1,57MvUwzIzRJ0r21rnNU1s1,200243,FALSE,70,0,album,0.69,0.815,11,-5.227,0,0.0426,0.0157,2.85E-06,0.0636,0.613,94.032,4
青春のエキサイトメント,Aimyon,9/12/2017,59eluCMn0XbOWqeWQ91FTM,59eluCMn0XbOWqeWQ91FTM,246306,FALSE,70,0,album,0.524,0.687,7,-4.039,1,0.0267,0.00135,0,0.169,0.619,99.919,4
THE BOOK,YOASOBI,1/6/2021,6MCjmGYlw6mQVWRFVgBRvB,6MCjmGYlw6mQVWRFVgBRvB,258838,FALSE,78,0,album,0.663,0.871,8,-5.287,1,0.03,0.00299,1.80E-06,0.337,0.826,130.025,4
Tokimeki,Vaundy,9/22/2021,18gB0d6DaRPvrQBbl7WEuk,18gB0d6DaRPvrQBbl7WEuk,212000,FALSE,69,0,single,0.657,0.697,5,-7.392,1,0.0297,0.00105,0.0225,0.286,0.915,120.028,4
カントリーロード,Saucy Dog,5/24/2017,0v3iUTe5rskRsxbUhboRlT,0v3iUTe5rskRsxbUhboRlT,274871,FALSE,68,0,album,0.603,0.509,7,-4.535,1,0.0263,0.0941,0,0.201,0.445,79.989,4
愛の花,Aimyon,6/7/2023,3BxW9zjOxwVNsJ5AxnR3eE,3BxW9zjOxwVNsJ5AxnR3eE,242792,FALSE,45,1,single,0.469,0.507,10,-6.21,1,0.0303,0.287,0,0.0773,0.469,170.028,3
LOVE ALL SERVE ALL,Fujii Kaze,3/23/2022,5U4PgFWzfzY7VEg9Ck4ziF,5U4PgFWzfzY7VEg9Ck4ziF,229333,FALSE,69,0,album,0.589,0.527,4,-8.332,1,0.0572,0.0932,0.000337,0.104,0.576,138.023,4
ビリミリオン,Yuuri,1/19/2023,7KExqPOvjFzAI4d49mQxt9,7KExqPOvjFzAI4d49mQxt9,226627,FALSE,68,0,single,0.413,0.623,10,-6.223,1,0.0377,0.232,0,0.0965,0.629,124.893,4
hope,Macaroni Empitsu,4/1/2020,2UdvMWk0Z83lMJPbawy2Sm,2UdvMWk0Z83lMJPbawy2Sm,244869,FALSE,68,0,album,0.66,0.865,5,-3.642,1,0.0277,0.278,0,0.0931,0.772,106.008,4
愛の花,Aimyon,6/7/2023,03jDTqnYzitsGv9iaZfgv8,03jDTqnYzitsGv9iaZfgv8,242960,FALSE,37,1,single,0.42,0.497,10,-9.895,1,0.0265,0.0393,0.915,0.0943,0.525,169.928,3
愛の花,Aimyon,6/7/2023,6RCYHDFFABnCvaeOgQCZBy,6RCYHDFFABnCvaeOgQCZBy,213212,FALSE,34,1,single,0.552,0.785,8,-6.324,0,0.0384,2.32E-05,0.901,0.0228,0.835,127.01,3
"Love me, Love you",Mrs. GREEN APPLE,2/14/2018,5SHguvOUbyPTINNjCvRo8K,5SHguvOUbyPTINNjCvRo8K,183800,FALSE,69,0,single,0.724,0.444,10,-4.903,1,0.0412,0.0121,0,0.123,0.739,129.962,4
Soranji,Mrs. GREEN APPLE,11/7/2022,0tJ6d01rh2gTbpFlY1mYJZ,0tJ6d01rh2gTbpFlY1mYJZ,256359,FALSE,69,0,single,0.609,0.868,9,-2.578,1,0.0407,0.0142,0,0.328,0.496,95.988,4
FULLCOLOR,Lucky Kilimanjaro,7/22/2015,1NlkoYEA1ndLQIKzXTPh9V,1NlkoYEA1ndLQIKzXTPh9V,255408,FALSE,69,0,single,0.818,0.562,10,-3.831,1,0.0303,0.0345,3.65E-06,0.0706,0.816,114.979,4
恋風邪にのせて,Vaundy,3/7/2022,5PeXak0Ox3JmH2oor0qnGt,5PeXak0Ox3JmH2oor0qnGt,255914,FALSE,69,0,single,0.595,0.909,6,-3.594,0,0.0341,6.40E-05,0.000355,0.387,0.537,118.021,4
hope,Macaroni Empitsu,4/1/2020,2SihT7AVMiI2VtaAyVIcnO,2SihT7AVMiI2VtaAyVIcnO,200219,FALSE,68,0,album,0.438,0.646,1,-5.301,1,0.0361,0.124,0,0.0603,0.745,102.033,4
心得,Uru,5/1/2023,2hPBIYQeqpbQWSMAM9ln1w,2hPBIYQeqpbQWSMAM9ln1w,219309,FALSE,69,0,single,0.43,0.467,8,-5.717,1,0.0319,0.899,0,0.348,0.302,71.79,1
青春のエキサイトメント,Aimyon,9/12/2017,0N8Xztr4pBHJ7V0moJWhbO,0N8Xztr4pBHJ7V0moJWhbO,235240,FALSE,70,0,album,0.673,0.85,2,-5.021,1,0.0337,0.0345,1.14E-05,0.0943,0.793,100.008,4
壱,Yuuri,1/12/2022,19mjCzLuMHZ0Tyn3eI85bo,19mjCzLuMHZ0Tyn3eI85bo,248946,FALSE,69,0,album,0.606,0.579,5,-5.582,1,0.033,0.512,0,0.381,0.661,149.988,4
CYCLE HIT 1991-1997 Spitz Complete Single Collection,SPITZ,3/25/2006,3P2aSkjcbUYbcYr13EFE8n,3P2aSkjcbUYbcYr13EFE8n,271400,FALSE,67,0,compilation,0.593,0.81,0,-4.389,1,0.0278,0.0424,2.83E-06,0.119,0.67,114.936,4
瞬間的シックスセンス,Aimyon,2/13/2019,2cKiHG16JBiqHdi7Llq0r7,2cKiHG16JBiqHdi7Llq0r7,306626,FALSE,67,0,album,0.545,0.745,2,-3.098,1,0.0286,0.0452,0,0.0907,0.413,106.094,4
MAGIC,back number,3/27/2019,0Xn30nT5EKFPsWvpiJ2Iav,0Xn30nT5EKFPsWvpiJ2Iav,254440,FALSE,68,0,album,0.386,0.806,6,-3.647,1,0.0499,0.0788,0,0.104,0.394,175.953,4
THE BOOK 2,YOASOBI,12/1/2021,6uhIF5J5Txaie0is2nXdxU,6uhIF5J5Txaie0is2nXdxU,205480,FALSE,68,0,album,0.598,0.847,1,-2.54,1,0.205,0.0655,9.92E-05,0.307,0.728,169.959,4
Idol,YOASOBI,5/26/2023,1zVsw1SqQKgtzE4aqmE8nE,1zVsw1SqQKgtzE4aqmE8nE,213233,FALSE,73,0,single,0.482,0.955,1,-2.626,0,0.119,0.147,0,0.406,0.834,165.512,4
スーパースター,back number,10/26/2011,3QIAwtEEDOrv0g5NKCGrXZ,3QIAwtEEDOrv0g5NKCGrXZ,286053,FALSE,68,0,album,0.519,0.713,2,-3.612,1,0.0324,0.0178,0,0.353,0.505,159.963,4
HELP EVER HURT NEVER,Fujii Kaze,5/20/2020,0HYAsQwJIO6FLqpyTeD3l6,0HYAsQwJIO6FLqpyTeD3l6,185573,FALSE,69,0,album,0.6,0.76,6,-6.123,0,0.0451,0.167,4.07E-05,0.189,0.519,158.075,4
第ゼロ感,10-FEET,11/8/2022,3GGOKTfxgyluPvAFnB30zE,3GGOKTfxgyluPvAFnB30zE,287991,FALSE,69,0,single,0.431,0.954,2,-3.156,1,0.238,4.52E-05,8.26E-06,0.325,0.311,150.043,4
Bye-Good-Bye - From THE FIRST TAKE,BE:FIRST,6/12/2023,6mcBjdVT0Ruf1sp2pwmQ0P,6mcBjdVT0Ruf1sp2pwmQ0P,179893,FALSE,64,0,single,0.751,0.808,11,-3.735,0,0.172,0.195,0,0.108,0.637,114.98,4
STRAY SHEEP,Kenshi Yonezu,8/5/2020,04TshWXkhV1qkqHzf31Hn6,04TshWXkhV1qkqHzf31Hn6,255826,FALSE,73,0,album,0.525,0.646,11,-4.963,1,0.0268,0.304,0,0.297,0.373,86.957,4
一途,King Gnu,12/10/2021,7ncPjJBktLEOpstY5JOUMK,7ncPjJBktLEOpstY5JOUMK,190606,FALSE,70,0,single,0.5,0.964,2,-4.19,1,0.124,0.00723,6.20E-05,0.0557,0.662,159.971,4
SiX,Da-iCE,1/20/2021,2IL2asrtx7XM1y8fu2RMnR,2IL2asrtx7XM1y8fu2RMnR,248653,FALSE,67,0,album,0.549,0.861,1,-2.526,1,0.0459,0.22,0,0.361,0.739,82.042,4
Attitude,Mrs. GREEN APPLE,10/1/2019,19kF4PkH9RmZlMSEOhSgdQ,19kF4PkH9RmZlMSEOhSgdQ,155906,FALSE,67,0,album,0.44,0.94,11,-2.057,0,0.0711,0.037,0,0.31,0.858,123.413,4
無罪モラトリアム,Sheena Ringo,2/24/1999,1mWN1USPKg632qQXG9sfDL,1mWN1USPKg632qQXG9sfDL,235866,FALSE,68,0,album,0.425,0.916,8,-2.909,1,0.118,0.113,0.000398,0.108,0.659,199.694,4
水平線,back number,8/13/2021,5m1i6hq7dmRlp3c1utE48L,5m1i6hq7dmRlp3c1utE48L,285396,FALSE,67,0,single,0.419,0.75,10,-3.546,1,0.0316,0.011,0,0.159,0.436,145.867,4
色彩,yama,10/2/2022,1uveEvgKX4irLcp1BUTIFD,1uveEvgKX4irLcp1BUTIFD,192175,FALSE,72,0,single,0.581,0.926,7,-3.268,0,0.0662,0.176,0,0.251,0.874,117.04,4
僕たちがやりました,DISH//,8/15/2017,6sIx7Cn37DGEhjy9hBP8Gx,6sIx7Cn37DGEhjy9hBP8Gx,276040,FALSE,68,0,single,0.506,0.769,3,-5.326,1,0.0363,0.113,0,0.0828,0.536,154.044,4
ハチミツ,SPITZ,1995,0sVnyL71jTOuMt9TZ59bws,0sVnyL71jTOuMt9TZ59bws,260133,FALSE,67,0,album,0.623,0.787,6,-4.339,0,0.0274,0.428,0,0.16,0.585,111.181,4
だから僕は音楽を辞めた,ヨルシカ,4/10/2019,5j7ixaLeGTGSv4DzKs0pCM,5j7ixaLeGTGSv4DzKs0pCM,242912,FALSE,70,0,album,0.65,0.88,4,-5.326,1,0.0283,0.36,0.00369,0.23,0.921,124.985,4
MESSAGE,MONGOL800,9/16/2001,23atyJacJVHvB9RHBNhr35,23atyJacJVHvB9RHBNhr35,222640,FALSE,67,0,album,0.403,0.778,11,-4.856,1,0.0395,0.00203,0,0.227,0.628,115.581,4
花一匁,ZUTOMAYO,6/4/2023,6yS6Q8iSiXqvqfjfJ67RRg,6yS6Q8iSiXqvqfjfJ67RRg,250613,FALSE,65,0,single,0.657,0.977,2,-2.212,0,0.0803,0.194,2.26E-06,0.216,0.893,127.036,4
ねぇ,YOAKE,4/29/2022,4OL2UHjasZp21Z1c2htqPj,4OL2UHjasZp21Z1c2htqPj,200701,FALSE,67,0,single,0.531,0.761,0,-6.434,1,0.0426,0.0769,0,0.111,0.962,171.038,4
春泥棒,ヨルシカ,1/9/2021,1rr2DJOxV0sHXeUXCAz1yf,1rr2DJOxV0sHXeUXCAz1yf,290289,FALSE,68,0,single,0.762,0.595,5,-6.777,1,0.0445,0.103,4.71E-05,0.115,0.858,125.047,4
いばら,Ado,5/9/2023,3xWRjOUp8oDOByEJbOVh6U,3xWRjOUp8oDOByEJbOVh6U,261045,FALSE,67,0,single,0.494,0.932,2,-2.969,1,0.074,0.0111,0,0.336,0.475,164.95,4
Superfly,Superfly,4/4/2007,7CmWXD3w1xOO53AAO4LRVQ,7CmWXD3w1xOO53AAO4LRVQ,295600,FALSE,67,0,album,0.37,0.8,7,-3.403,1,0.0436,0.151,3.33E-06,0.089,0.451,161.934,4
逆夢,King Gnu,12/24/2021,6ZiEWet0uFRwWBCEKCQ8rY,6ZiEWet0uFRwWBCEKCQ8rY,307666,FALSE,69,0,single,0.204,0.708,1,-5.425,1,0.0458,0.442,0,0.319,0.278,83.443,4
エスカパレード,OFFICIAL HIGE DANDISM,4/11/2018,5DMEvbg3gUmiR5HIBWdveV,5DMEvbg3gUmiR5HIBWdveV,202394,FALSE,68,0,album,0.574,0.936,2,-3.185,1,0.0701,0.0585,0,0.336,0.792,149.954,4
strobo,Vaundy,5/27/2020,3vXdK7DCzJyp1MIh10TJFS,3vXdK7DCzJyp1MIh10TJFS,258858,FALSE,69,0,album,0.628,0.634,2,-5.508,1,0.0322,0.00255,7.24E-06,0.0456,0.606,97.99,4
イマ,Da-iCE,8/22/2022,0akvgdebTkERlRqNKJZuFy,0akvgdebTkERlRqNKJZuFy,227662,FALSE,66,0,single,0.725,0.895,6,-3.554,1,0.183,0.295,0,0.0665,0.746,131.986,4
ラブストーリー,back number,3/26/2014,2jdbZGFp8KVTuk0YxDNL4l,2jdbZGFp8KVTuk0YxDNL4l,294813,FALSE,67,0,album,0.54,0.923,9,-2.838,1,0.0623,0.066,0,0.124,0.343,137.977,4
世界の秘密,Vaundy,12/27/2020,2ISglgxR4TxUXxrA5Iqwzr,2ISglgxR4TxUXxrA5Iqwzr,221250,FALSE,67,0,single,0.683,0.53,6,-6.749,0,0.0614,0.142,0,0.0978,0.823,159.969,4
ドライフラワー,Yuuri,10/25/2020,7dH0dpi751EoguDDg3xx6J,7dH0dpi751EoguDDg3xx6J,285586,FALSE,68,0,single,0.463,0.624,7,-5.118,1,0.0274,0.426,0,0.221,0.521,147.929,4
YANKEE,Kenshi Yonezu,4/23/2014,45YBVp6zMwQZRbUDcPzmMB,45YBVp6zMwQZRbUDcPzmMB,288013,FALSE,68,0,album,0.471,0.868,1,-2.291,1,0.0295,0.0384,0,0.297,0.811,173.969,4
